tweet_id,label,text
896434307220160513,0,Ek sham Yateem bachon ke naam charity Event pressconfrence bollywood Dkshroff mustakkhan sunilpaul Mumbaipic.twitter.com/gvJ37T5bTA
899177138791759872,0,Jab shiv sena wale mumbai main north indian ko pitte hai.wo bhi kya desh bhagti hai in ki ?. Sab vote bank ki politics hai
899974901527756800,0,Cricket_News: Umar Akmal Aur Kamran Akmal Ko Har Iss Coach Se Takleef Hai Jo Inhain Na Khilai....* Waqar Younis
894475828125343744,0,Raksha Bandhan Contest In Bollywood Jodi mein se aisi kaunsi jodi hai jisne kisi movie mein Bhai-Behen ka role nahi kiya hai??? Vadodarapic.twitter.com/2jM5G3pT6e
897078856451883008,0,anuragbhadoriya ji aap log ke upar dhikaar hai politics liye kuch bhi bech sakte ho yaar.... soch aisa rakho maa or mulk ek hai
901362316255662080,0,Ghatiya aurat! Kuch to khuda ka khof kro! Politics k liye quran ka mazaq na urao fazul logon
864115983337652225,0,SC ne kaha Agar Triple talaq ka mudda Islam ka hua toh usme woh dakhal nahi denge...Sirf Hindu Ke Tyohaar Me denge
906801786513526784,0,Jihadi Mindset Beti ko na padhao Beti ko Burkhe me rakho Beti ko terroristo ko bachane ke liye use karo Aur triple talaq deke safar karne do
900060831274094592,0,Yaani Jis Desh mein Triple Talaq ban hai wo Sab chutiya hai
899849823636946949,0,Its all about politics Agar kisi ko triple talaaq ke bare me nahi pata hai to uske bare me puche Aur media ko dalali band kar dena chahiye
566901052859904000,1,"Aaj dhoni ko god, magic man bolnewale kabhi usiko gaali de rahe the.. Roflol! Irony"
867592579470290947,0,Tumhara so called kapil sibbal jb triple talaq ko support karta hai tb tumhara aawaj kyon nahi nikalta. Padhe likhe gawar
864893530606641152,0,Kanoon majhabi ho Par mulk dharm nirpeksh gazab chahat h logo ki RT=agree Triple Talaq
907455124678762496,0,"Play Dream11 PAK11 by Kc Fantasy News Zaman, Shehzad, Azam, Malik, SAhmed, Imad, Shadab, Nawaz/FAshraf Sohail , HAli, Raees."
900053122864656384,0,Bachhe KI maut se JYADA important Hai Triple Talaq in naspiton KE liye. Muslim dushmani KA ek AUR saboot.
890493069405020160,0,# triple talaq se bhe tez badhai nitish ji 4 instant talaq.iddat bhe poori nahi ke turant nikah.tejasvi to bahana tha bjp mai jaana tha .2
901863403777490945,0,Mam aap kabhi BJP KA SUPPORT KARTE DIKHTE H . BHIR DEKHTA HU SABHI PARTY KO AARE HAAATH LETE H . KYA YE BHI EK POLITICS TO NAHI H MAM
348640007587770368,1,Saare baghwaan apne ghar pe hai. Chaar dham ki yatra mat karo. Uttrakhand mat jao. - Aunty who was in Uttrakhand to meet God. Irony
901423402178691072,0,Agar yahi chlta rha...to BOLLYWOOD Ka future khatre mein hai
867041099336044550,0,jodhpurbanarthana triple Talaq se pidit Roshan Banu ka Bura Haal please help
907641698959941632,0,QAUM KO BEWAQOOF BANANEY K SAU TAREEQON MEIN PEHLA NUMBER IS DRAMAY KA HOGA FREINDLY PATHEECHER MATCHES KO CRICKET KI BAHALI KA NAAM DE DIYA
901598375153250305,0,"Batao ek taraf Congress Ram Rahim ke liye BJP ko kos rahi hai, dusri taraf politics ke Ram Rahim, Lalu ke saath manch share kar rahi hai."
906750953293987840,0,Rastra Ke Liye Unhone Jo Kiya Wo Koi Bollywood Actor Nahi Kiya... Nagrikta Par Sawaal Kyo? Wo Hamare Liye Nationalist Hi Rahenge..
896527381447532544,0,Bhutto ko maray 50 saal hogaye lakin ajj bhi bhutto kay pottat/nawasay bhutto k naam per vote le raye hain RIP politics Chiniot Bhutto Ka
285310237710376960,1,Maiden shabash bas ab aisay he khelo -.- Sarcasm
358138787148218368,1,"Reliance Arey Aap ki company ki advertisement kum ho gai ?Aisa mat kariyo,aap thode aur lutt lo aam janta ko lekin top par raho irony pun"
383646982847225856,1,Main bachata raha deemak se ghar apna..aur kuch kursi ke keedey poora desh khaa gaye.. :/ Pappu irony maunibaba India
901430014964408320,0,"Marcos Trescothick Ka Summer Set Se Muhaida, Meri Bhook Khuwaish & Jazba Bilkul Usi Tarah Mazboot Hai Jab Maine Cricket Ka Aaghaz Kiya Tha."
904326315825741824,0,5th ODI :10 number jersey pehen ne se tendulkar ban jate to baat hi kuch aur thi . Indvs SL
903184384869543936,0,Tuje acchse janta hu. Tuje kabhi profit nahi hota he tip me par loss pakka hota he. Cricket insider ki bahot tarif karta tha na to ja US ko
881415359483359233,1,Kam se kam Jai shree ram keh k jaan to bach jaati hai..... Kahi allah hu akhbar keh k jaane le li jaati hai.....
895211213197529088,0,Bhai Jann Prabhas bhi hona chaiye is list main usne bollywood 2rs. ppl ke maa bhen ek kardi hai
896471681090310144,0,Dar chutiya hai ye bhi. Bachche mar gaye aur isse politics sujh rahi hai.
896238886837420032,0,Golden Era of bollywood 2010-2016 Now end... Jisme film or star ke naam pe kuch bhi chal jata.. ab nahi chalega.. Achha lao nahi to jao..
901625387670634496,0,"Bhai ji ye jo aapne itni badi baat kahi hai wo triple talaq pe q ni kha tha. Wo bhi to ek tarah ka julm hi tha,aapne awaj q ni uthaya"
896335030535966720,0,childkillersarkar lagata hai koi minority aur dalit nai dead kia.Aisa hota to pura vipaksh aaj road pae hota.Phr vote politics chalu hota.
897541991700905984,0,Sarah Lal Chowk Srinagar main Jake Bharat Mata ki Jai bolnay ke liyee Desh Bhakti ka Janoon chahiyee . No politics please .Better understand
864712278817558528,0,Triple Talaq Kya congress ka Kapil sibbal supreme court mein Ram mandir ke liye bhe astha wali daleel ke saath Ram mandir ka paksh rakhega?
898942764309663744,0,Ji is baat me ham aapse sahemat hai....phir viklp badhane ko kyu naa sochate?....padhe likhe log kyu naa politics me interest le rahe hai ?
907590046135529473,0,Main ne Pakistan mein cricket ki wapsi se zyada Allah se Misbah fans ko aqal deny ki duaein ki thein per khair jo cheez mumkin thi wo hogai.
897711622411743232,0,Bharat ke politics ke liye Koi shakat kaanun banana chahiye nahi to future me democracy se logo barosha uth jaayega.
574635016271097856,1,"Jitne Bhi Ladke Aj Women's Day Women's Day Kar Rahe Hai,Unme Se 98% Ladke To Roz Maa Behen Ki Galiya Dete Hai. -_- irony"
900966433353379841,0,"InshaAllah Pakistan mn cricket dobara bhaal ho jae gi,, aur phir ground sajen gae, phir khel hongae!!!!!"
902767470058012672,0,Agar Ladki Ulti Karti Hai To uska ek hi Karan mana jata hai Ki Woh Pregnant Hai ! Bollywood
897750404359872512,0,Very sad. Aaj ki politics ladne ke liye purvajon ko badnam mat karo.
897738573104926725,0,Kuch jyada change kar diya politics lagta hai
906373171896446977,0,Umar ho gayi hai. Shayad bhool gaye ho. 2 months back riots killed people in Bashirhat. Tab Kahan thay Aap? Triple Talaq bachaa rahey thay?
902045309261320192,0,mera matlab triple talaq dilwane wallon ke saang yarri hai unki jo apni biwiyon ko na talaq dete hain na suhagan banne diya to pls ye bhi
902540729901211648,0,bhai wo log kitna cricket khelnge..!! insaan hain wo bhi..!! time milega toh hi toh khel paayenge..!! Ashwin wagehra toh khel hi rahe hain
166036068133650432,1,"Baazaar to saja diye Milad-e-Mustafa (saw) ke liye, Paighaam-e-Mustafa (saw) kya hai, ye hum ne bhula diya'.... Kashmir !"
898113176893566977,0,Wo to dall gaya hai per abhi jo hazir service hai Un ko q nai samjh ah rahi 3 borders per halat kharab hai aur wo politics kar rahye hai
907210035083833346,0,Hamary Mulk Mein Roz Cricket Bahal Ho rahe Hote Hai Pata Hai Kyu Kyu ke Ham Log Jahil Hai yeh ek Lolipophai
876451651053166593,0,TRIPLE TALAQ MARDO ka ho gaya MODI N YOGI KUCH KARO AAMIR KO JAIL MEIN DAL DO PURE BHARAT KI APSE GUHAR HEIN
258423068903493633,1,Culturally rich honge..par gavaaro ki basti bhi mera desh. Su Said irony india
205200755534213121,1,har cheez mahangi ho rahi hai rupaye ko chhod ke irony
900045246515396608,0,"Triple Talaq kya ban hua , Mulle aise chilla rahe hai jaise inki lulli hi kaat di ho"
905389955362439168,0,"BLB 102/8 (20 ov), Summary: Manjesh Reddy 30(33), Pavan Deshpande 28(25). Sakuja 3/20, Ritesh Bhatkal 1/6. BLBv HT Cricket"
901541010903150592,0,Koi apne naam k aage or plchhe RAM lagaker aur koi RAM ka naam pr gandi politics krke bhagwaan RAM Jaise aadarsh charitra ko badnaam krte ha
899834727741308928,0,"Ye bhai bhi bada ajib he, Khud hi poster lagata he, Khud hi use farzi batata he Ye he politics. Politics ke liye koi itna niche gir sakta h"
880306681925783553,0,"Halaala apni maan SE, behen ke saath, tripleTalaq, polygamy, terrorism, 4shadi sooar ki tarah 40bachche muslim culture hai. U HATE UCC"
900774718734598144,0,Aaj sale fielding bhi achhi krenge... Puri cricket aaj hi khel loge Chutiyo Indvs SL
899370125773721604,0,Aap ko Ik ne party me shamil nahi Kia Jo k aap ki bharpoor koshish thi yehi wajah thi k Ik ko family politics Pasand nahi
898490674781278208,0,to Vasundhra ne kya kiya hai 8 jato ko ticket deke vo cast politics nahi hai kya
905165644387065856,0,jaa bhai tu cricket khel. kuch bhi bhaukta rehta h
896808605323849730,0,Sanjive sir aap bikul sahi bol rahe ho bjp ki sarkar me sirf politics walo ki azadi hai aur desh ke liter on ki nas baki aam admi Mar raha h
907585568774643712,0,Ungli karne ki aadat nhi gayi tum logo ka. Bhai cricket wapas aa raha hai usme khush hona chahiye.
191209583325347841,1,Ab kaun aajkal aise twitter mein bhi darshan dete hain?! ki tarah! Hum dhanya hue!
898909784404934657,0,Sabhi se anirodh hai. Pradesh m abhi kuch sahi chal rha. Rajneta Zara politics band Karo aur logo ki madad Karo.
909864891606999045,0,Sab samajh rahi hun mai media se kahna mai Bollywood me kam karne nahi aai India to kya karne aai ho tumhe kya lagta hai ye sab karogi mai
898500909822431232,0,Air survey chor kar Jo log bhuk pyas se marr rhe hai unko to dyan diya jayega ya bss isme vhi politics khela jyega....kuch kijiye... pic.twitter.com/BvTvF6DK88
907418933732495370,0,*Mahabharat* Arjun tumhe kya dikh raha hai? A-Machli ki aankh *Bollywood* Arjun tumhe kya dikh raha ha? A- Shraddha ki..aankh
910341689029595136,0,Kapil Sibal ne to triple talaq mamale me bhi case lada tha aur buri tarah muh ki khani padi thi ...is bar bhi wohi hal hoga
898981800676139009,0,Ameen. Jab ap jaise qabil lug politics main ayen ge tu inshaAllah asa jald ho jae ga
900050922608377856,0,"Apt song for u 2day. Tum itna q muskara rahe ho,kya gum hai jisko chupa rahe ho? Triple Talaq"
909389428019290112,0,tu chala jaya kar khelne agar itna pata h cricket k baare mei..or budho ko bitha k bakwas bulwate ho. Stopwatching
901764801155801088,0,Aur triple talaq Miya vahan bhi kadi ninda kar dete apni behno ke liye.
902223263681490944,0,Modi ko itna mat koso warna jald hi pure parivar saith mitti mein mil jaoge. Had se jyada negative politics accha nahi hota.
904929727076458497,0,Ye saala rapist hai. House arrest kro isko bhe bollywood waale Kahn gye.
902196775301218304,0,Ye bhi politics hai....aisi rehamdil Saja milti hai India Mai tabhi to rape hote hai continuous....
906864740168638465,0,Bollywood contestalert 1. Hawa HawA 2. Chalti hai kya nau se baara 3. Kaala chashma. jachda e gore mukhde pe
896736316829904897,0,Sir gaurakhsha k naam pr kitne musalmaan bhaiyo k maare gaye Aur ab yeh vande mataram pr politics Toh Sir yeh .... Rehene doo sir
257134972727607297,1,Ek Salman hai jo aapni jeb se gareebo ko paise deta hai aur ek Salman hai jo viklang/Garib ke paiso se aapni jeb bharta hai!!!irony
901749067763539968,0,"Caption The Moment Micromax Cup Ind Vs SL "" Badshah hai cricket ke kaam me na kisi se kam Naam to suna h hoga Shikhar dhawan"""
892226720488673281,0,Tum log sirf. *TRIPLE TALAQ* *UNIFORM CIVIL CODE* *DESH BHAKT- DESH DROHI* *VANDE MATARAM* *GAU* *LYNCHING*
896780315926069249,0,mujy politics wagra m interst ni aam awam ki jan ki b ahmiyat h jis ko ap log nazr andaz kr daty ho
909050303441362947,0,"To sucide bomb kha blast kar rhi ho.mein virat ki ek pic vej deti hoon.Dekh k maar jana ,Lahore mein mt karna ,abhi cricket ana suru hua hey"
902995959595941888,0,is larkio se mujhe1baat puchna tha ki islam me apko kya a66a laga?burkha?triple talaq?or koi khas chess??hume to dikhti nehi kuch khas?
904256486292914176,0,Tho kiya hua Akmal ne tho nehi mara.71 me jo Pakistan ne kiya ucke liye me sirf kuch lugoko dusi manta hu. and cricket fan is everywhere
897313214295285760,0,"Purane jumle bilkul naye Andaz mei, pata nahi muslim kyo nahi maan rahe hai ki india ka vikas triple talaq se ruka hua hai,,,"
79908711891607552,1,"Itne 'neta' hain India mein, ki jaha khudai karo vahi se aawaz aayegi, ""arre mujhe bhi to nikalo, mai bhi hu yaha pe"" sarcasm"
898428190728667136,0,Bihar me Lalu ko jo punish kiya is rha he wo bhe dekh lete Congressi chammmach to aise sawal nhe puchte...waha to badle k politics bologe
904564081050271745,0,Sports ko nayi disha dijiye aur cricket hi nahi har khel n khilaadi ko baraabari ka samman dilaayiye--- Jai hind
908778908849442819,0,Bhai sab se pehle aaj cricket hi dekh lo baqi choro. Baqi ye b himmat hi hoti hsi k ache ko acha bolo is se aap ki ezzat barhti hai
875036534172504065,1,Bomb banane waale Toilet banane ki baat kr rhe h Irony
900324816212946944,0,Ckt News: S Ajmal Sohail khan k BaaD Ab Umar Akmal Aur SharJeel khan Ko Be Wajah Cricket se Door Kiya Ja Raha Hai J Miandaad
901086539265986561,0,Yahi hoga jab sadhu santo ko politics me utaro ge.....
900320110778253316,0,ji kya ghar pane ke liye hume bhi politics khelni padegi jaise neta vote pane ke kiye khelte hain.Modi Save Amrapali Buyers
909412673095454720,0,Kahen aisa tu nahi ke Pak cricket team ki tarah sirf start he acha liya ho NA120 PTI PMLN
875628243360948224,0,Aur triple talaq free me milta hi bina koi judicial authority ke
864149246244769792,0,"Sunio bhai mediakarmi,uri,pathankot,kupwara,sukma,fayaz in sab se triple talaq bada hai kya??"
901860431559569408,0,Triple Talaq se Bachadiya Aur kya Chahiye
909352107290923010,0,Kuchh bhi cricket me magar hum pakistaniyo jaisa chutiyapa nahi krte hai.. TV bahot important hai bhai INDv AUS
907152631600050176,0,Atankwadi bhaiyo ko 2 din chutti pe bhejdo is bar kuch hua to Pak ke saath Keniya bhi nahi khelega But good to see cricket back in pak
878979542098083840,0,Tunhare me ladke nd maulawi triple TALAQ and HALALA jaise rape ko Islam ke naam pe shaan se karte hain.pyar tum Kya jano.
896784831971037185,0,Yaar ek ehsaan mujh par karna ki mujhpar koi ehsaan mat karna Dialogue Bollywood
874130775528132608,0,Dowry deaths bahu ko jala kar mardiye jaraha hai Agar triple talaq hota toh voh husband ussey chord deta maarta nahi
897444905735278593,0,"Bharat ek esa desh hi, jiske sainikon ko Marne ke liye yudh ki jarurat nahin padti Yes hamare desh ki gandhi politics ki vajah se hi"
898452040401035264,0,Ye chacha pehle actor Tha ab Villain ho Gaya ek Gujarat me Drama School KE badle .....aur hume sikhata Hai Politics
907301560333619200,0,"Thank You World Eleven Gali gali mein shor hai. Cricket apna shok hai, par saraa tabar chor hai.. ;)"
904636079180939264,0,IPLMedia Rights ab heera thakur chuttiya kamm manaega congrats star
905319296196153344,0,Ye Bollywood wale sabhi anti nationalist hai .Sirf bayan baji are jigra hai to gambhir ne abhi do bachche ka padhai ka jimma liya ek tweet u
899542665074573312,0,sahi kaha Bhai kyunki khatoli me unki politics nahi chalti train accidents toh unki sarkar me bhi huye hai
864866418633957377,0,Aap triple Talaq isliye Bachana Chahte Hain Ki Bahu Bhi baat kar sakte anginat bacha Paida Kare awadi Barhawe
900715940358139904,0,: Yaal-Pannai Kadatparappil Padahonru Kavilnthathil Oruvar Pali; 6 Per Hospitalil CRICKET SLv IND SL 236/8(50) Malayinaal Poatti Thaamatham
864864499248971776,0,"Ram born in Ayodhya issue of faith, so is triple talaq: Muslim Board...."
902129069856235521,0,20 sal tu ne naukari ki tab to tune ye video nahi dala jab VRS dae diya tab politics main ane kae liye tune ye sab kiya
900380561205739524,0,bahut ho gayi vote bank ki politics... Ab caste based reservations ko khatm karke monetary based karne ka waqt aa gaya hai..
909697830662504448,0,Jo desh ki raksha karte karte apni Jan dete hai usko hum hero nahi banate. Lekin cricket match jitane vali team ko paisa aur pyar bahutdete.
896373589225512960,0,Politics me aaj o din aa gaya hi ki ...virodh karne k liye Hindu ko v mugaliya bana dete hain...
871312167655673858,0,triple talaq inke liye zaroori hai
899178394838904832,0,"Karachi: Pakistan Cricket Team K Capton Sarfaraz Ahmed Baray Bhai K Hamrah Maweshi Mandi Puhanch Gaye, Qurbani Ka Janwar Kharid Lia,"
900276903918977024,0,"In india, Pehle FIR fir case file hota hai (Fir politics hoti hai) Fir jaanch hoti hai Fir agar suboot mile to 5yrs later saza hoti hai"
901018268240105472,0,Aur kitne ache din chahiye Ram Rahim Verdict Triple Talaq Right To Privacy
901840481859977216,0,Nahin bhai har time sunta hoon iski commentary cricket ki baat hi jyada karta hai yeh aur kuch bate dusri bhi krta h woh bhi interesting
904598296206901248,0,Ha ha ha. Triple Talaq PE apani bivi KO pareshan karane vale secular gyan de rahe hai. Congress is gangotri of scam. Dr Kafil Hero?
900634558374301696,0,Agar politics par baat karna nahin ati..tu ghatya baat bhi na karo Warna bhoat kuch sunanay ko milay gha
906463213809582080,0,Rahman saheb kashmir me jo kuchh ho raha hai us par bhi kabhi kuchh bol dijiye Pakistan ko cricket me jitne india patakhe futte hai
901691921516470272,0,"Politics ka level itna niche gir gaya hai ki mp , mla banane ke liye gunde aur mawali rapist babao ka sahara lete hai aur unka sath dete han"
852140102071365632,1,Bhagavad Gita was recited during Mahabharata war that killed millions :-) Irony !
901726161171922945,0,Ha ha wo aap per bhi lagu hota hai..Ye politics hai aur Ye sab jayaz hai..
901052729488887808,0,Inase Milo Harayana Aur Punjab Ki Lagi Padi Hai Ye Politics 2 Khel Rahe Hai Phir Hum Inhe Chutia Bol Sake Hai
910171549671370754,0,Abhi tak cricket me hi pade ho 2050 tak ek hi jeet celebrate karna
902439161709322240,0,MSK Prasad bhuat din se bole nai bhai.jese cricket khelte the wese haal ho Gaya Bhai.aapka to bcci se nakal Jana chahiye . pic.twitter.com/XoQToBaAMA
891714198018953216,0,Triple talaq ka karlo pehle kuch
152677337018798080,1,demand karne walon ki supply zyada hai. irony fb
901044732372992001,0,Modi ji kaha ho aap triple talaq par hazir the abhi kaha ho Ram Rahim Singh
900371536749535232,0,Right but dhire dhire sab badal jayega ab politics me sikchhit log wa budhi jiv log aa rhe hai.Jo har waykti ki bhawnao ko samjhte hai
905285154536611840,0,Achha hota yadi cricket se jiyada annya khelon par diyan diya jaye
902437474764546048,0,RT : RT : Bhaii Bhaii Hota Hain...Salman Khan hashtag bollywood king salmankhanfanpic.twitter.com/osuSzSwwxv
903840324434276352,0,"Kuchh log Muslim ko hiro banae me lage rahte hai,ye Bollywood movie jaisa ki hamesa muslim ko achha aur Hindu ko galat hi dikhaya jata hai."
901386099204870144,0,"Kabhi edher kabhi udhar, achcha lagta hai, politics mein.khattar should resign."
895687977858420736,0,Bhai ek baat sach bata screening me. Jinko bulaya jata hai bollywood ke. Logo ko aajtak kisi ne negative bola hai ? Hadd hai
900065270768599040,0,abhi tak ye baat samajh main nahi aai triple talaq musalmano k liye ban lekin khush hindu and media ho rahain hain
902021403209121792,0,Bhai ye modi k bhakt ek no k chutiye h inhe bs har jagah apni politics nazar aa rai h
910537569124929536,0,Assalam Alykum bhaijaan kaise ho aap mujhe aapke saat cricket khelna hai
901707898954317824,0,Bhutto ke naam py de dy bibi ke naam py de dy aur ab nakli Bhutto ke naam py de dy... Ye hai politics?
844596167245737984,1,"Zinda log ikaththa ho rahe hain, Kahin koi mar gya hai shayad. shair kavya Irony Life"
896389972101537792,0,"Plz gorakhpur ghatna ko le Kar politics na karein ,agr Kutch Kar sakte hi to in parivar walon ke Saath unki is dukh bhari ghadi mai"
909068014003167232,1,"Ha, bhot tarakki kar raha hai sarcasm"
900636120731586560,0,BC Pakistaniyo sy apni politics sambhali nai jati or Trump ko farig karwanay k chakaron main par gaye hain Just Pakistani Media Things
897259193043787776,0,"Jinko Jai Hind ,Vande Mataram aur Bharat Mata Ki Jai par Politics Najar aati hai aur jo ye sab mante hai Mar Jao. Independence Day India"
900421958826835968,0,Triple talaq par suprecourt ne aitihasik faisla sunakar hamari Muslim bahano k prati vishwas kayam kiya hai...jai sc
895242350099742720,1,"Irony After singing National Anthem what we see is, ""Iss Sehar ko ye hua kya,, Kahi raakh he,, to kahi Dhua Dhua !!"""
894452550342246400,0,"""Sanchita Banerjee Sanchita Banerjee Bhojpuri Beautiful Beauty Bollywood India Star Girl""Bhojpuri_Magicpic.twitter.com/ymWPZqaWeR"
864054235675074560,0,Tu quran and hadith utha ke halala and triple talaq kab khatam karega jaldi se bol. Family main rape band kar pehle. Maa behan ko ijjat do.
907122427494146048,0,Triple talaq par kanoon baney hum khuss hain ...lekin bina talaq boley chhor do jaise modi ji ne chhoda uss par bhi kanoon hona chahiye ki n
208296159477903360,1,"aur kyaa kahun, chhoti moti chori- rishvat khori deti hai apana guzara yahan aap ki dua se baki thik thak hai.. Bharat Bandh Bandh Sarcasm"
895610393644511235,1,Irony at its best. Jisko bachana chaha wahi jaan lene pe aa gye Kanhaiya Kumar
902115704467361792,0,Failed politics. Aap ka pas kuch karne k liye nahi hai toh aap Rahul gandhi ki aaloo ki factory me kaam kijiye.
908732837515321344,0,Cricket ki baat me desh kahase aa gaya ??
896436782023163904,0,Kya karoge bhai ye politics hi behudi hai
899594797102637056,0,Aakash ji plz purnai tasvire share Kiya Karo .hame bhi acha lagta hai aapke purane photo dekha ..Cricket
902967918303993856,0,jese 30 hindu funduos ko goli mare gai hai waise triple talaq ko defend karne walo ko goli maar deni chahiye Kya rai hai
904753937684676608,0,Bhai mazaa aa gya new video me ab bs galli cricket ki ek aur video banao
890452008460627968,0,Triple talaq Nitish he diya aur Halala congress ka ho gaya.
902807921226125312,0,Insaf aur ehtesab ab to Pakistani politics main hathiyar ban giya hai jo seyasi hareef ke khilaf istamal kiya jata hai. NS PMLN
897410519228858369,0,Aaj ke din toh politics mat kariye!! Isiliye congress ka ye haal hai
897522975200616448,0,musalman aurton par bh ye sher sahi baithe ga jinke haq k liye aur triple talaq k liye ufaan th
829761929468116992,1,"Zaat e aadam ki ye tarakki to dekho, Udna safar ban gaya aur chalna ""suffer"" sarcasm"
901759026815307776,0,Jail me bhi cricket match dekhne ka vewastha karwa dete Bada dikkat ho rahi hai Sirf kalpna karke kaam chalana pad raha hai
890213599142129664,0,Modiji aap triple talaq ke khilaf they. Fir ye kya hai. Ek or U turn.
